"","subclass_original","subclass","Zdhhc1","Zdhhc2","Zdhhc3","Zdhhc4","Zdhhc5","Zdhhc6","Zdhhc7","Zdhhc8","Zdhhc9","Zdhhc11","Zdhhc12","Zdhhc13","Zdhhc14","Zdhhc15","Zdhhc16","Zdhhc17","Zdhhc18","Zdhhc19","Zdhhc20","Zdhhc21","Zdhhc22","Zdhhc23","Zdhhc24","Zdhhc25","Abhd4","Abhd6","Abhd10","Abhd11","Abhd12","Abhd13","Abhd16a","Abhd17a","Abhd17b","Abhd17c","Golga7","Golga7b","Lypla1","Lypla2","Ppt1","Selenok","descriptor","neuron_type"
"89","089 PVR Six3 Sox3 Gaba","PVR Six3 Sox3 Gaba",3.46550199174512,6.00152442697459,2.87396797992239,1.03778960813689,2.28084751885521,3.13333557596342,1.38033314312906,2.89979255244058,1.41661508106549,0.0160524217392817,0.163057815412765,1.87026576862568,4.02342654964351,1.06834269295853,0.902995678621068,5.6252099110475,1.81593449049708,0.222538677807725,6.41954075037645,5.1509488915933,1.13111703009685,0.834490667533065,1.16456147623026,0,0.81045359008652,3.51863968149218,1.88488236537502,1.46011935251444,5.2814709076954,1.29858893315216,2.52856249698594,2.85788088901578,4.32127859207469,1.54317856049163,2.86700843818651,3.12889554014461,2.27160045753728,2.09666366377227,4.52938813392081,5.7087125515206,"Periventricular region; sine oculis-related homeobox 3; SRY (sex determining region Y)-box 3; GABAergic neuron","GABAergic"
"90","090 BST-MPN Six3 Nrgn Gaba","BST-MPN Six3 Nrgn Gaba",3.50270751329743,6.4009594689711,2.83510682180567,1.41526584255416,2.09860374480007,3.06056315369684,1.67883655316279,2.93531483660712,1.41770792324754,0.00431924546842675,0.200379121443976,2.00992002825644,5.05393518007584,1.7800159414591,0.987037448939953,5.44239194031719,1.96704441858793,0.125951556158627,6.69199542582026,4.97119210717217,2.50940410708258,1.94528857928926,1.22457338973289,0,0.691807991469583,4.26481328164472,1.75885600702322,1.37640772694492,5.4001687002306,1.31816471150039,2.35635504442489,3.14005063005739,4.15029285872076,1.71627775725922,2.88652857093613,3.78567217460225,2.13082939283334,2.22223515760029,4.66747207365872,5.54863325302547,"Bed nuclei of the stria terminalis-Medial preoptic nucleus; sine oculis-related homeobox 3; neurogranin; GABAergic neuron","GABAergic"
"91","091 ARH-PVi Six6 Dopa-Gaba","ARH-PVi Six6 Dopa-Gaba",3.81646859581753,7.36192534110879,2.50727643793629,1.48401464505862,2.22591079306859,2.92497745380607,1.65508654585449,4.04272128241037,1.15911582432767,0.00630576315746512,0.237133733046952,1.90445478308585,5.00030922184708,1.52831786710729,0.962768902060806,5.37438643940033,2.64990124074362,0.33449871501615,6.89939677715302,5.12594685439141,3.23234327313721,1.95273413421005,1.02215249435876,0,0.954419146622381,3.28212450204357,1.99375740494779,2.30820851524671,5.21486233319006,1.44872210999971,2.40826950342424,3.35073398870807,3.73956114694636,1.26983773195615,3.52553985452139,3.53779269770909,2.39211872380267,2.42492886640692,3.88597896919456,5.93765230589015,"Arcuate hypothalamic nucleus-Periventricular hypothalamic nucleus, intermediate part; sine oculis-related homeobox 6; dopaminergic neuron-GABAergic neuron","dopaminergic-GABAergic"
"92","092 TMv-PMv Tbx3 Hist-Gaba","TMv-PMv Tbx3 Hist-Gaba",3.66725256763704,5.57594239669934,3.27851141795777,1.69326048538699,2.7817163247114,3.34065409515336,2.12497352884527,4.72683206162258,2.23065778553834,0.0282394590433578,0.283213552954601,2.80250063974258,4.70003025155318,1.83176196332563,1.23568913420739,5.79288296002394,3.1635519359544,0.373972062060707,6.80270104826542,5.39632180364508,6.02211713623582,0.22564277676811,1.51371020517851,0,1.16444543955619,2.85266538809615,2.75593134534289,2.62729517200537,5.54613436565065,1.64186181492276,2.78413289360136,3.8407420590607,4.10561501826459,1.54568072815388,4.41064025700441,5.42476211347078,3.17845936518664,3.67652768977204,5.20899777970119,6.8696841870135,"Tuberomammillary nucleus, ventral part-Tuberomammillary nucleus, ventral part; T-box 3; histaminergic neuron-GABAergic neuron","histaminergic-GABAergic"
"93","093 RT-ZI Gnb3 Gaba","RT-ZI Gnb3 Gaba",2.92890315770255,7.54631457585225,3.38347676421938,0.866835378757404,2.55014158078481,2.65750884595689,1.31614138696403,2.52223280000497,1.67347190609086,0.00624441756292176,0.0940140528917363,1.22529631333013,2.60934835451621,1.10065233001501,1.02512335727394,5.20770223341768,2.13854776026939,0.0356498939468662,5.36081011611115,5.06744895716745,2.23218006009112,0.237680669358695,1.08710472976396,0,0.532898648734571,3.83415362068638,1.52796546685494,1.77325242881272,5.67658449082376,2.31686412946378,2.07942797586892,3.38261492071752,3.87818505110963,1.65535777379439,3.98501301532661,3.15568084214417,3.13148769104573,2.50383830055529,4.40912412063026,6.36239072727244,"Reticular nucleus of the thalamus-Zona incerta; guanine nucleotide binding protein (G protein), beta 3; GABAergic neuron","GABAergic"
"94","094 SCH Six6 Cdc14a Gaba","SCH Six6 Cdc14a Gaba",3.66035106373166,4.99672777395215,1.80451787866643,0.811267226082938,1.61791258024422,2.3084740267675,0.765588496426395,1.8706005031085,0.813783881888572,0.0208796082473383,0.220876072341972,1.2613994454396,3.14353955276613,1.12570589355752,0.636173463726154,4.30602453876455,1.33079850975506,0.0686929858935419,5.0461300249576,3.94390665922708,0.302754612168369,0.410025054320226,0.666189221194951,0,0.715801432849915,2.48567503365352,1.11779868948889,0.65990670056847,3.44962582926025,0.864312496362524,1.9277769055516,2.20092363800598,3.51402295164669,0.909039816928381,2.44191460670356,1.60070633616874,2.12915614213401,1.72701317303134,3.39090038614129,5.33181060465371,"Suprachiasmatic nucleus; sine oculis-related homeobox 6; CDC14 cell division cycle 14A; GABAergic neuron","GABAergic"
"95","095 DMH Prdm13 Gaba","DMH Prdm13 Gaba",3.73936894027982,6.92421073786998,2.17527457462312,1.0936408780611,1.57977214031623,2.80800182697734,1.36940165171234,3.02174581842569,1.10422483770148,0.00222390600874531,0.155923372875453,1.78113983242109,4.53103448720653,1.65577498653132,0.794539622081755,5.38225269871399,1.96669945999677,0.211773223275715,6.1423021907482,4.40769056559895,2.19307419097755,0.896534777538057,0.823858715992456,0,0.723034429728169,4.0142669485892,1.72321094274026,1.0687444555171,4.33264570501225,1.04307469467264,2.45575241981231,2.45759072001175,3.71784609059287,1.40735021422682,2.40128159453789,3.28376943350135,2.27029004506381,1.73105711543377,3.96259894997982,5.08181800747353,"Dorsomedial nucleus of the hypothalamus; PR domain containing 13; GABAergic neuron","GABAergic"
"96","096 PVHd Gsc Gaba","PVHd Gsc Gaba",2.86706647709904,6.19156900634114,2.4633119860266,1.16549067211966,1.71199418948247,3.03596061111515,1.37336018757942,2.40517923159477,1.25473093578958,0,0.119455337524414,1.07363134164077,2.89180700799339,1.6067757626884,0.787662650784876,4.92297358390613,2.18392464849684,0.0258801309471456,6.09850282546801,4.71098897803543,3.64680506429102,0.823544689732739,0.667773150990152,0,0.443835443920559,4.1573527124193,1.4201545776465,1.24130570379078,4.84946417197203,1.534827317947,1.89860055996821,3.42873646662785,3.53275338401142,1.90148141445258,2.90885031325185,3.65270166926914,2.18672151443286,2.10781065419189,4.13800848651136,6.01134534371205,"Paraventricular hypothalamic nucleus, descending division; goosecoid homeobox; GABAergic neuron","GABAergic"
"97","097 PVHd-SBPV Six3 Prox1 Gaba","PVHd-SBPV Six3 Prox1 Gaba",3.103588230777,5.52084590482571,2.69550088814663,1.05857083357334,1.79923223098198,2.68240102709575,1.28544378205325,2.39131485297908,1.29454373560206,0.00459086558425767,0.122451824967741,1.45244683343825,4.42164368530605,1.2960740805849,0.796060809448935,5.14439763457966,1.704423246732,0.0636519176938809,6.07013824854528,4.50461733414178,2.8915028469466,0.814592038161192,0.933560909994263,0.00108932464991246,0.607571373946104,3.29243637030358,1.59730822100926,1.48992245788047,5.23500755984127,1.1630403594933,1.93923541423952,2.6623283759039,3.77241298773446,1.28396303783164,2.74304499367265,2.94179079850358,2.1008073751218,2.02219244475897,4.49154082351941,5.3156896181662,"Paraventricular hypothalamic nucleus, descending division-Subparaventricular zone; sine oculis-related homeobox 3; prospero homeobox 1; GABAergic neuron","GABAergic"
"98","098 AHN-SBPV-PVHd Pdrm12 Gaba","AHN-SBPV-PVHd Pdrm12 Gaba",2.98025923462523,4.89616123469518,2.96334474198499,0.99331877737783,2.06231395885946,2.70275179081755,1.22099622624665,2.3693572159947,1.21038971803472,0.00607688584481168,0.0799199740540705,1.38409616154914,4.20530654568244,1.11152400033478,0.913805585941442,5.10023692581763,1.82763788809149,0.0568590900576229,6.13028454477675,4.71545239958233,2.54263205904533,0.913111133773336,1.03165714377942,0,0.62228276566689,3.02361743228709,1.64108582996232,1.55676205016206,5.42602084512296,1.4693556239819,2.07795152746305,2.78891381501882,3.71604474532544,1.36205443987262,2.92402378298481,3.31657420915779,2.10966481286075,2.07523549878617,4.34329132950286,5.39172444250677,"Anterior hypothalamic nucleus-Subparaventricular zone-Periventricular hypothalamic nucleus, anterior part; GABAergic neuron","GABAergic"
"99","099 SBPV-PVa Six6 Satb2 Gaba","SBPV-PVa Six6 Satb2 Gaba",3.1841542291315,5.74996805299769,2.22368468602821,1.1031875096909,1.76250808366438,2.72426889406025,1.37789511432942,2.76924694656631,1.17696818696537,0.00540979451579868,0.201404590017137,1.6385899266624,4.32617676442322,1.17328321924686,0.836735265599887,5.07319509055846,1.73081489378874,0.156449604976742,6.2583475413732,4.36133717028799,2.94861779963182,0.590329015106982,0.885072597951142,0,0.656233678807601,3.57414918770994,1.58104780265764,1.85404130178432,4.66804776156676,1.16442807293977,2.3280154646938,2.57769945962296,3.61196843926019,1.40771779489723,2.76154647116302,3.32300848159906,2.12272736233097,1.89831276244383,3.85731279345624,5.50782128772103,"Subparaventricular zone-Periventricular hypothalamic nucleus, anterior part; sine oculis-related homeobox 6; special AT-rich sequence binding protein 2; GABAergic neuron","GABAergic"
"100","100 AHN Onecut3 Gaba","AHN Onecut3 Gaba",3.06604298277815,5.29938804105754,3.0786364810659,1.14492035977365,2.25240163900599,2.91731348709372,1.3517208751157,2.61551860876491,1.13348450366406,0,0.180340324013308,1.76101865483161,4.32820355174488,1.07619710530083,0.895616225878518,5.38030159667512,2.04447527267589,0.100192379653567,6.71212860293029,4.98315842663506,2.63486899340166,0.616310155739255,1.17150321777731,0,0.700319799136502,3.302080299402,1.816582547043,1.69943340471955,5.66351611340691,1.30836442815946,2.23623909764288,2.85168089030684,3.89349244878582,1.2605557499488,2.86926479458764,3.62543370731849,2.25120432563733,2.21885256964074,4.7397567150675,5.44511934592389,"Anterior hypothalamic nucleus; one cut domain, family member 3; GABAergic neuron","GABAergic"
"101","101 ZI Pax6 Gaba","ZI Pax6 Gaba",2.83085248955386,5.051687540577,3.5052059193674,1.00854997524994,2.40958041655403,2.7796974169079,1.33709333362792,2.61656823754096,1.46006112057484,0.0112694534930901,0.0793109540420768,1.38344741207599,4.10400004551743,0.99990356771217,0.893216897997446,5.25916018140887,1.98725475760128,0.0455382066361974,6.2551719982503,4.76631881173326,3.39383029618365,0.729188113801549,1.06085352430594,0,0.654298636138031,3.04902290279676,1.88736134537012,1.73319400654107,5.82032110947776,1.52462651599943,2.17184345822649,3.16415884931782,3.42688168100543,1.41160073278617,2.84802037638471,3.2154539135063,2.34645259503113,2.37043931272161,4.61852661357065,5.74810337240764,"Zona incerta; paired box 6; GABAergic neuron","GABAergic"
"102","102 DMH-LHA Gsx1 Gaba","DMH-LHA Gsx1 Gaba",3.31189000106126,6.36455618499995,2.73611434565766,1.19486782058073,1.97727098303858,2.97556441583811,1.49378287145334,3.28216677613821,1.39193973032829,0.00798121708011669,0.159311270668473,1.78487202077472,4.33249100722363,1.56368365349853,0.880200653793136,5.2284220314277,2.16002107060616,0.168159701556721,6.61884819364555,4.53809195693271,2.50820356686771,0.703879405867379,0.995062123897464,0.00089340689797071,0.721272664162888,3.64736271595003,1.8320640745926,1.61604271144987,5.17207977809072,1.20099739088935,2.37633892104381,3.03059515859607,3.88095270595269,1.48305596746651,2.74556035372673,3.86183214225981,2.24250375825236,2.32128915117902,4.50358633704225,5.63643547720391,"Dorsomedial nucleus of the hypothalamus-Lateral hypothalamic area; GS homeobox 1; GABAergic neuron","GABAergic"
"103","103 PVHd-DMH Lhx6 Gaba","PVHd-DMH Lhx6 Gaba",2.97527257852309,5.76917595643445,3.50428752204059,1.10645537972635,2.40246506011807,2.99257838353399,1.39018005957289,3.08306747278316,1.46712466948027,0.00508155397717999,0.0983227497651015,1.79256553370973,3.05061647582814,1.1364174216792,0.942647271243384,5.30105932974218,1.97569217972621,0.0772962276502425,6.43424023994533,5.09177205408368,3.5529858866036,0.912218801453548,1.02388788730653,0.0049063249550822,0.718250734671023,3.30940594277637,1.90768607892845,1.80272266326841,5.76283977084099,1.47923197372895,2.31959301249895,2.94284409703355,3.85452184652035,1.33831880919817,2.68509269778996,3.71205367757159,2.45541927889013,2.38161994074565,4.88610199293977,5.68875110824571,"Paraventricular hypothalamic nucleus, descending division-Dorsomedial nucleus of the hypothalamus; LIM homeobox protein 6; GABAergic neuron","GABAergic"
"104","104 TU-ARH Otp Six6 Gaba","TU-ARH Otp Six6 Gaba",3.48274837999492,5.56113062062308,3.09958588181501,1.39372412639508,2.0155224149543,3.18661713287563,1.95765177405177,3.32934853777958,1.48764424608682,0.0140699661386688,0.292920067816738,1.99700264156223,5.76131276409144,1.71263373845083,0.938942406660389,5.17228535128912,2.28906980311817,0.191981008128952,6.64948856177824,4.6163590100009,3.3058604113614,1.71021778521375,1.20029699403379,0,0.770047146248336,4.34222623424068,1.99704025171613,1.55716401604284,5.52732556553584,1.52902668746702,2.32476085302143,3.56685450987998,4.12888443898441,1.99258123657024,2.96541884907892,4.03690952970054,2.0054080387738,2.3581870733432,4.69021014330215,5.71437844799088,"Tuberal nucleus; orthopedia homeobox; sine oculis-related homeobox 6; GABAergic neuron","GABAergic"
"105","105 TMd-DMH Foxd2 Gaba","TMd-DMH Foxd2 Gaba",3.8424307964961,6.23849228330182,2.12909424579688,1.28293414090049,1.81370471367403,2.9725569937491,1.44648150421622,3.058117135531,1.19097235630499,0.00822692384991342,0.250302571599644,2.0700034293663,4.45485592793406,1.26277281696097,0.956671745702793,4.90536549982311,1.90439376861221,0.296979576658998,6.58105426646981,4.7043399403551,3.78847282351922,0.881607376392535,0.859657701086362,0,0.864719035126643,3.05889528173696,1.76988009441184,1.32611994305941,4.58993787761194,1.09318628324085,2.36924288071392,3.03071024263815,3.65165438395628,1.60356981830795,2.98895300582045,5.06900820277473,2.34631031301837,2.21699991928632,4.72145427970179,5.72375658783393,"Tuberomammillary nucleus, dorsal part-Dorsomedial nucleus of the hypothalamus; forkhead box D2; GABAergic neuron","GABAergic"
"106","106 PVpo-VMPO-MPN Hmx2 Gaba","PVpo-VMPO-MPN Hmx2 Gaba",3.62877801179963,6.55473787118122,2.91159722462098,1.39571143209139,2.24977668608744,3.37094502071973,1.86455058496781,3.48576424256079,1.38966030435224,0.0143265036779392,0.237702159628665,2.27353329259722,5.25725028645205,1.4439735452166,1.02617722499499,5.6822305071288,2.3782527435497,0.357072870234034,6.74370752760381,5.00843450047859,2.81746028771511,0.992252475153224,1.44474492680549,0,0.738936650066394,4.14876170388038,2.11063356939527,1.83026638315743,5.76240463245974,1.40523008151199,2.66078850883946,3.66622833522104,4.36986111081698,2.0315890342453,3.09755271640229,4.42983790395161,2.5737416244973,2.72200887446833,4.60974177412672,5.94376596964573,"Periventricular hypothalamic nucleus, preoptic part-Ventromedial preoptic nucleus-Medial preoptic nucleus; H6 homeobox 2; GABAergic neuron","GABAergic"
"107","107 DMH Hmx2 Gaba","DMH Hmx2 Gaba",3.13644000579826,6.26419721897787,2.86800807161182,1.23639433583086,2.2849362323252,3.08953322393292,1.53051488757521,3.21923793982336,1.53659699625624,0.00751865554849768,0.165335723083924,2.0819469516857,4.93258344626475,1.39518766921933,1.00470637532513,5.44899762118304,2.11244484740192,0.171457954401122,6.78132229879921,4.73406067431001,3.34113786192101,0.760659432828694,1.09452792985964,0,0.661988029845016,3.57325562997768,1.95077930035451,1.75255473484351,5.54014168970902,1.36967998295076,2.4136133420085,3.16772214926326,4.02319371569125,1.67884550795857,2.98178582906021,4.29322051839387,2.19892335492253,2.31704956029859,4.59896093166357,5.70990974426861,"Dorsomedial nucleus of the hypothalamus; H6 homeobox 2; GABAergic neuron","GABAergic"
"108","108 ARH-PVp Tbx3 Gaba","ARH-PVp Tbx3 Gaba",3.71277221910698,6.1122292562157,2.19676643455036,1.33299780738603,1.85445177018378,3.28301794693753,1.76231843909661,3.3223974579259,1.29557128003979,0.00325403428183527,0.296831113443998,1.97606719137372,4.20180042514184,1.6857407824783,0.89021540852234,5.12173092599601,2.25779918877475,0.350657799611306,6.71365177895952,4.22981620742009,3.44467554034957,0.7972166213191,0.931578580533392,0,1.00453779995252,4.078477646024,2.10574522332897,1.67558007536618,4.56533578520118,1.09263693311204,2.58236634028283,3.27010829250648,4.08849559075181,1.72938532487607,3.01435931453088,4.03160224659351,2.35498876819599,2.35110198657726,4.53796439058961,5.75412195849131,"Arcuate hypothalamic nucleus-Periventricular hypothalamic nucleus, posterior part; T-box 3; GABAergic neuron","GABAergic"
"109","109 LGv-ZI Otx2 Gaba","LGv-ZI Otx2 Gaba",3.04177313771164,4.97202507366679,3.72147942946436,1.04545640801361,2.49372297095509,2.69446530713905,1.41173152012667,2.66481329321164,1.70540787922709,0.00598955981680291,0.0552994069067823,1.64764377457357,2.65589254469435,0.897192344145003,0.987744043491505,5.59568015390437,2.04757222957314,0.0366830946641591,6.01199196505035,5.16867587654679,2.3868401685421,0.679505245262652,1.32511037622976,0,0.673110390406603,3.06658948820237,1.87565095847578,1.63882361341406,5.98450110418755,1.79181148071735,2.03515613641423,3.24977715745074,3.94499456868534,1.3980399761516,2.76019964757254,3.40702759796648,2.31743818426225,2.37206862553751,4.68940660326104,5.58627747708594,"Ventral part of the lateral geniculate complext-Zona incerta; orthodenticle homeobox 2; GABAergic neuron","GABAergic"
"110","110 BST-po Iigp1 Glut","BST-po Iigp1 Glut",2.98003964577952,2.27366420069048,3.49919205634825,1.02905337118333,2.17153387069702,2.00756066845309,1.43201987051195,2.77840210699266,1.92084718827278,0,0.0744098970966954,1.75588101417788,5.20542137392106,0.22912237105831,0.485263796775572,4.89563223008187,1.54088748501193,0.0347657972766507,5.4789316485005,4.7044888188762,1.45971409274686,0.237143688817178,0.697787995492258,0,0.61494943557247,3.60952941525367,1.25035640655025,1.24334545443135,5.3825695407006,1.08990963351342,2.38854592846286,3.83759505056566,3.57566661834717,0.889649397327054,2.06765900888751,6.23447021976594,1.79739972391436,1.9078657796306,3.9130421515434,5.56120321519913,"Bed nuclei of the stria terminalis, posterior part; interferon inducible GTPase 1; glutamatergic neuron","glutamatergic"
"111","111 TRS-BAC Sln Glut","TRS-BAC Sln Glut",2.33375894683889,1.54613428019998,3.1274178004145,0.813460485420035,2.79336580998534,1.91265092343342,1.04717023288784,3.16961006103848,2.11946084830829,0.0259923248035424,0.052783996415897,1.32561259093995,3.91984164055867,0.439897811991885,0.878325899242356,4.99887916430756,2.53373004723234,0.0381979371235399,4.32576928985378,4.98753126781789,0.156793060813917,0.126121227465682,1.31513831124234,0,0.447638844724876,2.17867560282824,1.38603422230412,1.00106684207118,4.32886120342529,1.71375007086263,2.40255239740688,3.98771308614581,4.17390236063818,1.04452731221964,3.7495684955188,8.09640039790615,3.30693583432554,2.41641235032074,3.64062671924955,6.77027241269148,"Triangular nucleus of septum-Triangular nucleus of septum; sarcolipin; glutamatergic neuron","glutamatergic"
"112","112 GPi Tbr1 Cngb3 Gaba-Glut","GPi Tbr1 Cngb3 Gaba-Glut",2.71756917704707,4.73255376712136,4.60524705700252,1.01984565983648,4.17138402876647,3.39821779572445,1.54275895616283,3.63054731410483,1.49620810125185,0.00937314240828804,0.106291032874066,1.99436224232549,3.93060331448265,0.724284274163453,1.13910639908003,6.2357126681701,2.63192767371302,0.281932010339654,6.0142595840537,6.02413959192193,5.34965274022973,0.37007632566535,2.03346447789151,0,0.961612838765849,3.92180305356565,2.53552403398182,1.87476289272308,6.5004340596821,2.63092420515807,3.03989933988322,3.73970427409462,4.48325022614521,1.49796644449234,3.97748745420705,4.75727270841598,3.27581371017124,3.15691886310992,5.49212559720744,6.3181310446366,"Globus pallidus, internal segment; T-box brain gene 1; cyclic nucleotide gated channel beta 3; GABAergic neuron-glutamatergic neuron","GABAergic-glutamatergic"
"113","113 MEA-COA-BMA Ccdc42 Glut","MEA-COA-BMA Ccdc42 Glut",3.8129122482792,6.76097881698454,3.43353319070161,1.71186500894093,2.08166356274884,3.1653678443695,1.97259712338038,3.62521432406268,1.90907277388891,0.00507711755748582,0.130640013483941,2.16783554238845,6.33067953012646,2.31899507955528,1.15240364234926,5.45584574016078,2.15087357285641,0.0461554736627424,6.40390651945746,4.92749800893018,4.7343487173658,1.6668664914142,1.51146515251675,0,0.746652032925893,5.03452399590787,1.56413527103668,1.34446166526684,5.74501831389767,1.41572204937189,2.04039096403632,4.0337687741144,4.52173935968092,2.07712040439727,2.81467151282235,4.42663477435352,1.96145938032123,2.77094946279404,4.83359663772724,5.51217778576206,"Medial amygdalar nucleus-Cortical amygdalar area-Basomedial amygdalar nucleus; coiled-coil domain containing 42; glutamatergic neuron","glutamatergic"
"114","114 COAa-PAA-MEA Barhl2 Glut","COAa-PAA-MEA Barhl2 Glut",2.97879560379076,5.59038782335387,3.2260685934591,1.25573959396995,2.07513853735311,2.66774650753083,1.75649493766309,3.33688752952636,1.92289005877978,0.0049733346342056,0.173258611268056,1.87566168895163,5.53329005149514,1.55451704909189,1.08943187888101,4.94008135922162,2.07696580966532,0.0678861601541139,5.54384304262548,4.58973900253642,3.36140132808235,1.37998935150153,1.43478529525,0,0.512501510657807,4.51687639121976,1.41543113332164,1.51433970135495,5.9544139854607,1.64028678137723,2.1072157866787,4.27466534478337,3.91565724017814,1.91317353903005,3.1688591280276,4.92991606105372,1.91267893230451,2.63413361341898,4.38635117260903,5.8206516706095,"Cortical amygdalar area, anterior part-Piriform-amygdalar area-Medial amygdalar nucleus; BarH like homeobox 2; glutamatergic neuron","glutamatergic"
"115","115 MS-SF Bsx Glut","MS-SF Bsx Glut",3.34050013136203,6.51575110521164,4.07270999359144,1.14541203188956,3.30437621141461,2.96286368890533,1.81734043164578,3.88060997955745,2.03880313581824,0,0.18744717617179,2.13977623686482,5.21507773131107,0.929280079682268,0.987708333757722,6.22015981530062,2.42534442792712,0.243159792385213,6.79352915297027,6.16116874464213,1.23318057456605,1.27002871847273,1.71748785648298,0,0.917294004602056,3.44573966081557,2.36780548536107,1.57295427734766,6.13477607498041,1.8016394908242,2.71415244522063,3.45045289905205,4.95781512064257,1.68498097799287,3.31702942211622,3.91556707977948,2.96286417435038,2.6508896454956,5.14415801622405,6.09007354347171,"Medial septal nucleus-Septofimbrial nucleus; brain specific homeobox; glutamatergic neuron","glutamatergic"
"116","116 AVPV-MEPO-SFO Tbr1 Glut","AVPV-MEPO-SFO Tbr1 Glut",4.18032334118046,6.44662072365744,3.13405972017083,1.56676109700147,2.50990316110659,3.65458443350063,1.91818770174053,4.19312858752269,1.75710473554005,0.0140418132231562,0.361230187718261,2.29761840790948,5.44860307981667,1.36827864213268,1.0503503414964,5.76928916047476,2.54881264119433,0.394780383927823,6.95233771624294,5.50867168928106,1.44515575928966,1.44759174951976,1.5184091876324,0,1.13678629083357,3.60521237371303,2.41292321114313,2.08834683387202,5.80662337691392,1.45202168972741,3.03348720069432,3.86129861103349,4.53700611235376,1.58370160126063,3.07519000361054,4.8507354130593,2.82177656506963,2.80360269546509,4.8657426013769,6.15203975700709,"Anteroventral periventricular nucleus-Median preoptic nucleus-Subfornical organ; T-box brain gene 1; glutamatergic neuron","glutamatergic"
"117","117 LHA Barhl2 Glut","LHA Barhl2 Glut",3.10021101396521,4.45759648993342,3.68163243467494,1.36655725496376,2.4650096717731,3.00406950465777,1.47128479702528,3.17857987936153,1.53370272682003,0.0159156990913766,0.15250661145193,1.88812487100754,3.43873551064375,1.03992976421534,0.891917968905249,5.52153434309849,2.01076947071756,0.119086250470282,6.56792725025837,4.94377301768123,3.37027712693818,0.414735840734585,1.15485226923181,0,0.821085971763276,3.23925211386471,1.8572848899728,1.77827854951223,5.8635622336883,1.44291454599809,2.38544373503027,3.1676609562349,4.11489653002076,1.42075320654753,2.80882276983532,4.50956878890055,2.32676584930075,2.49259470691977,4.78175088817143,5.66976475838851,"Lateral hypothalamic area; BarH like homeobox 2; glutamatergic neuron","glutamatergic"
"118","118 ADP-MPO Trp73 Glut","ADP-MPO Trp73 Glut",3.34157449105333,5.15742291807235,3.93597689239696,1.2797188270932,2.88404165608236,3.18510732354074,1.50289525210053,3.76352099017582,1.58763916202928,0.00342549126723717,0.190719840766072,1.99774206917861,4.27311186901276,1.32355620442838,1.14129051025482,5.77725588649824,2.49383617233837,0.0927341938733697,6.61904462631317,5.37020777118975,3.84171882544322,0.561256688574086,1.5601233256453,0,0.982716361979494,3.69628456793446,2.21339651169269,1.97771330644702,6.04669894628796,1.86663053990125,2.46577124849431,3.46329304982519,4.34389966395663,1.46372039296638,3.53843347672401,4.40279648436242,2.66589088257642,2.96655646185467,5.20293132547496,6.04103591738791,"Anterodorsal preoptic nucleus-Medial preoptic area; transformation related protein 73; glutamatergic neuron","glutamatergic"
"119","119 SI-MA-LPO-LHA Skor1 Glut","SI-MA-LPO-LHA Skor1 Glut",3.05307364135514,5.19681699683173,4.28473375285136,1.20096952813391,3.10461346406778,2.87156105755314,1.52744428345867,3.54381040101584,1.93187855695341,0.0125579863500571,0.0946235158577177,1.91101603173077,2.91172249751479,1.23915485413524,1.09683746611488,5.68539420566877,2.36695772674482,0.0626399259545575,6.318431502162,5.82903515015545,3.02682422492286,1.57605430464241,1.32001862389202,0,0.761575317009342,4.05553335785685,1.99689952787454,1.82360292200852,6.24602477992647,1.85705703933652,2.34111383878082,3.72975356639666,4.63825349858338,1.75154617132112,3.15899765913146,4.34400774331452,2.76796086350133,2.75492537223431,4.96517848170364,5.77568697236655,"Substantia innominata-Magnocellular nucleus-Lateral preoptic area-Lateral hypothalamic area; SKI family transcriptional corepressor 1; glutamatergic neuron","glutamatergic"
"120","120 MEA Otp Foxp2 Glut","MEA Otp Foxp2 Glut",3.53990727826661,7.15760232140036,4.18954620454826,1.50678966014214,2.56587435108384,3.02816024870654,2.18406895749709,4.09119095210156,2.18403208115522,0.00324696060878778,0.228456301315158,2.47484492616716,5.58551022180545,2.77518612637239,1.24193886463938,5.8491376817616,2.30421630323323,0.0899793799406563,6.66650289242564,5.28189186333052,5.15685598725587,1.53938692551033,1.75705181274539,0,0.756126235357297,4.95924992156185,1.96526333007937,1.42228546719146,6.49256573409037,1.67608371186101,2.41576036253786,3.91467042093963,4.85964976105036,2.03350331907958,2.89950388942669,4.81998503223743,2.54549672541276,2.91627141354131,5.11452825131759,5.85618120392943,"Medial amygdalar nucleus; orthopedia homeobox; forkhead box P2; glutamatergic neuron","glutamatergic"
